ChanQual,Exp_collection,Expi,WebCam,comments,ephysFN,expControlFN,pref_chan,pref_unit,stim_size,stimuli
,Manifold,38.0,,"005 at 1156 AM
manifold, selectivity
19 (0,-2.9) 6
completed",Alfa64chan-22042020-006,200422_Alfa_selectivity_basic_last,19.0,,6.0,N:\Stimuli\2019-Manifold\alfa-200422b-selectivity
,Manifold,,,"Hp at 950
001 at 1001 AM
rf mapping at 1, 3 and 8 degrees, center (0,0)
rf 5 (-2.2,-1.3) 3 deg
completed",Alfa64chan-24042020-001,200424_Alfa_rfMapper_basic,,,,
,Manifold,39.0,,"002 at 1015 AM
generate integrated
5 (-2.2, 1.3) 3 1, CMAES, MU 3/5,
completed",Alfa64chan-24042020-002,200424_Alfa_generate_integrated,5.0,,3.0,N:\Stimuli\2019-Manifold\alfa-200424a\2020-04-24-10-15-32
,Manifold,39.0,,"003 at 1045 AM
selectivity manifold
5 (-2.2, -1.3) 3 1
abbreviated pasupathy images included
performance is 79% overall, 66% block 4. Slowing down, he is.
completed",Alfa64chan-24042020-003,200424_Alfa_selectivity_basic,5.0,,3.0,N:\Stimuli\2019-Manifold\alfa-200424a-selectivity
,Manifold,40.0,,"004 at 1115 AM
15 (0,0) 3 1 CMAES, 5/5 hash
climbing, mostly recruiting a new single unit.
looks like it likes convex surfaces, as in bowls.
completed",Alfa64chan-24042020-004,200424_Alfa_generate_integrated(1),15.0,,3.0,N:\Stimuli\2019-Manifold\alfa-200424b\2020-04-24-11-15-19
,Manifold,40.0,,"005 at 1152 AM
15 (0,) 3 1, selectivity manifold
with pasupathy refs, brief
oof, slowing down so much. 52% performance, down from 67%, and only one 1 block completed
completed",Alfa64chan-24042020-005,200424_Alfa_selectivity_basic(1),15.0,,3.0,N:\Stimuli\2019-Manifold\alfa-200424b-selectivity
,Manifold,,,"Rf mapper start at 9:44
[1, 3, 8]
Focus on 6, 16( 0 0), 23, 30 (0 0), 52, 55
5 blocks complete at 949",Alfa64chan-28042020-001,200428_Alfa_rfMapper_basic,,,,
,Manifold,41.0,,"Generate integrated start at 1002
Ch 30 [0, -0.5] 4 1 CMAES. SU
Yay, looks to be climbing already at block 9, not much but something
31 blocks complete at 1013",Alfa64chan-28042020-002,200428_Alfa_generate_integrated,30.0,,4.0,N:\Stimuli\2019-Manifold\alfa-200428a\2020-04-28-10-02-01
,Manifold,41.0,,"Selectivity start at 1017
Ch 30 [0, -0.5] 4 degrees. With PCP images
complete",Alfa64chan-28042020-003,200428_Alfa_selectivity_basic,30.0,,4.0,N:\Stimuli\2019-Manifold\alfa-200428a-selectivity
,Manifold,42.0,,"Generate integrated start at 1041
Ch 16 [0, 0] 3 1 . SU
PSTH matches from rf mapping, nothing crazy
You can hear it popping, not climbing yet.
Climbing at block 20.
32 blocks complete, stop at 1053",Alfa64chan-28042020-004,200428_Alfa_generate_integrated(1),16.0,,3.0,N:\Stimuli\2019-Manifold\alfa-200428b\2020-04-28-10-41-07
,Manifold,42.0,,"Slectivity for ch 16, start at 1056
Ch 16 [0, 0] 3 degrees
4 blocks complete stop at",Alfa64chan-28042020-005,200428_Alfa_selectivity_basic(1),16.0,,3.0,N:\Stimuli\2019-Manifold\alfa-200428b-selectivity
,Manifold,43.0,,"Generate integrated start at 1116
52 [-2 -2] 4 1 CMAES. SU
Its visually responsive but not climbing yet, can try center if this doesn’t work
Block 22, going up!
Didn’t take off but climbed a bit, stopped at 1133
37 blocks complete",Alfa64chan-28042020-006,200428_Alfa_generate_integrated(2),52.0,,4.0,N:\Stimuli\2019-Manifold\alfa-200428c\2020-04-28-11-16-15
,Manifold,43.0,,"Selectivity start at 1137
Ch 52 [-2,-2] 4 degrees.
Added 50 mL juice
4 blocks completed at 1158",Alfa64chan-28042020-007,200428_Alfa_selectivity_basic(2),52.0,,4.0,N:\Stimuli\2019-Manifold\alfa-200428c-selectivity
,Manifold,,,"Hp at around 1010
001 at 1020 AM, rf mapping, 1, 3, 8 deg
completed",Alfa64chan-29042020-001,200429_Alfa_rfMapper_basic,,,,
,Manifold,44.0,,"Going for 54
generate_integrated
002 at 1032 AM
54 (0,-0.5) 3 1 CMAES
lasted around 16 minutes
completed",Alfa64chan-29042020-002,200429_Alfa_generate_integrated,54.0,,3.0,N:\Stimuli\2019-Manifold\alfa-200429a\2020-04-29-10-32-14
,Manifold,44.0,,"003 at 1049 AM
selectivity/manifold
54 (0,-0.5) 3
pasupathy refs
86% performance at 1104, 3 blocks completed so far
4 blocks as of 1108, 20 minutes…
finished at 1112 AM, 5 reps
completed",Alfa64chan-29042020-003,200429_Alfa_selectivity_basic,54.0,,3.0,N:\Stimuli\2019-Manifold\alfa-200429a-selectivity
,Manifold,45.0,,"004 at 1113 AM
57 (0,-0.5) 2 1 CMAES
finished at 27 blocks
completed",Alfa64chan-29042020-004,200429_Alfa_generate_integrated(1),57.0,,2.0,N:\Stimuli\2019-Manifold\alfa-200429b\2020-04-29-11-12-43
,Manifold,45.0,,"005 at 1126 AM
57 ( 0 , -0.5) 2 selectivity/manifold
4 reps at 1148 am
completed
completed",Alfa64chan-29042020-005,200429_Alfa_selectivity_basic(1),57.0,,2.0,N:\Stimuli\2019-Manifold\alfa-200429b-selectivity
,Manifold,46.0,,"Last try, another evolution with IT. May or may not pan out.
006 at 1149 AM
generate integrated
22 (-0.7,-2) 3 CMAES, 5/5 hash. Moderately good PSTH
climbed to ~180 y gen 24, then jumped to 200 by gen 26.
completed",Alfa64chan-29042020-006,200429_Alfa_generate_integrated(2),22.0,,3.0,N:\Stimuli\2019-Manifold\alfa-200429c\2020-04-29-11-49-38
,Manifold,46.0,,"007 at 1208 PM
selectivity - manifold
22 (-0.7,-2) 3, including pasupathy refs
starting to blast at 130 ms; has had ~220 so far
finishing at 4 reps at
completed",Alfa64chan-29042020-007,200429_Alfa_selectivity_basic(2),22.0,,3.0,N:\Stimuli\2019-Manifold\alfa-200429c-selectivity
,Style,,,"Hp at 1035 AM
sorting took too long - 10:50 AM right now. Gotta review the automated way
001 rf mapping at 1051 AM
completed",Alfa-21052020-001,200521_Alfa_rfMapper_basic,,,,
,Style,,,"002 error
003 1103 start
selectivity experiment with style images
completed at 6 reps
004 aborted",Alfa-21052020-003,200521_Alfa_selectivity_basic,,,,N:\Stimuli\2020-Style-Transfer-Stimuli\2020-05-21a Alfa
,Style,,,"005 SU in 1
generate integrated (1 (-2,-2) 3 1)
not completed. Monkey not cooperating.",Alfa-21052020-005,200521_Alfa_generate_integrated(1),,,,N:\Stimuli\2019-12-Evolutions\2020-05-20-Alfa-01\2020-05-21-12-06-40
,ReducDimen_Evol,,,"001 Rf mapper 8, [8 8] start at 1:06
10 blocks complete, stop at 1:08",Alfa64chan-18032020-001,200318_Alfa_rfMapper_basic,,,,N:\Stimuli\2019-06-RF-mapping\2020-03-18-Alfa
,ReducDimen_Evol,,,"002 Rf mapper
002 2 [8 8] start at 1:10
Ch 1, very sparse, tiny rf field
Ch 24, looks pretty good
5 blocks comple, stop at 1:14",Alfa64chan-18032020-002,200318_Alfa_rfMapper_basic(1),,,,N:\Stimuli\2019-06-RF-mapping\2020-03-18-Alfa
,ReducDimen_Evol,1.0,,"003 Generate integrated ch 30, hash, start at 1:22
30 [0, -1.5] 3 1 'ZOHA_Sphere_lr euclid'
30 [0, -1.5]  3 1 'ZOHA_Sphere_lr euclid_ReducDim'
25 blocks complete, stop at 145",Alfa64chan-18032020-003,200318_Alfa_generate_integrated,30.0,,3.0,N:\Stimuli\2019-12-Evolutions\2020-03-18-Alfa-01\2020-03-18-13-22-32
,ReducDimen_Evol,2.0,,"004 Same thing over again, start 1:46
30 [0, -1.5] 3 1 'ZOHA_Sphere_lr euclid'
30 [0, -1.5]  3 1 'ZOHA_Sphere_lr euclid_ReducDim'
Stop after 27 blocks, 2:10",Alfa64chan-18032020-004,200318_Alfa_generate_integrated(1),30.0,,3.0,N:\Stimuli\2019-12-Evolutions\2020-03-18-Alfa-02\2020-03-18-13-46-41
,ReducDimen_Evol,3.0,,"005 Generate integrated ch 58, whole hash
58 [-0.7, -2] 4 1 'ZOHA_Sphere_lr euclid'
58 [-0.7, -2]  4 1 'ZOHA_Sphere_lr euclid_ReducDim'
We are doing the whole channel this time, but may be able to separate a SU out, try that next
Stayed above natural images but never took off
Going to block 20, then grab SU and try again
19 blocks complete stop at 232",Alfa64chan-18032020-005,200318_Alfa_generate_integrated(2),58.0,,4.0,N:\Stimuli\2019-12-Evolutions\2020-03-18-Alfa-03\2020-03-18-14-14-54
,ReducDimen_Evol,4.0,,"006 generate integrated ch 58, SU
58 [-0.7, -2] 4 1 'ZOHA_Sphere_lr euclid'
58 [-0.7, -2]  4 1 'ZOHA_Sphere_lr euclid_ReducDim'
Looking good, climbing already at block 3
Block 14, still slowly climbing.
complete",Alfa64chan-18032020-006,200318_Alfa_generate_integrated(3),58.0,,4.0,N:\Stimuli\2019-12-Evolutions\2020-03-18-Alfa-04\2020-03-18-14-33-33
,ReducDimen_Evol,5.0,,"007 generate integrated, ch 34 hash
34 [0 0 ] 3 1 'ZOHA_Sphere_lr euclid'
34  [0 0]  3 1 'ZOHA_Sphere_lr euclid_ReducDim'
Reward at 200 plus 35 aq reward
Will take forever…… finish him….
8 blocks in 26 mins.",Alfa64chan-18032020-007,200318_Alfa_generate_integrated(4),34.0,,3.0,N:\Stimuli\2019-12-Evolutions\2020-03-18-Alfa-05\2020-03-18-15-06-03
,ReducDimen_Evol,,,"001 Rf mapper 2 degrees, 2 [-8 8]
Start at 144. 5 blocks complete, stop at 149
Completed",Alfa64chan-19032020-001,200319_Alfa_rfMapper_basic,,,,N:\Stimuli\2019-06-RF-mapping\2020-03-19-Alfa
,ReducDimen_Evol,,,"002 Rf mapper, 1 degree [-2 2]
Start at 1:50. 6 blocks complete stop at 152
Completed",Alfa64chan-19032020-002,200319_Alfa_rfMapper_basic(1),,,,N:\Stimuli\2019-06-RF-mapping\2020-03-19-Alfa
,ReducDimen_Evol,6.0,,"003 generate integrated starts 13:59
50 (-1.0,-2.5) 4 1 ZOHA full
50 (-1.0,-2.5) 4 1 ZOHA reduced
a beautiful brown convexity
Good gap
46 mins
Completed",Alfa64chan-19032020-003,200319_Alfa_generate_integrated,,,,N:\Stimuli\2019-12-Evolutions\2020-03-19-Alfa-01\2020-03-19-13-59-39
,ReducDimen_Evol,7.0,,"004 starts 14:50
GI(1) is discarded… didn't start recording
50 (-1.0,-2.5) 4 1 ZOHA reduced
50 (-1.0,-2.5) 4 1 ZOHA reduced
Try 2 reduced to see the variability 
At least one of them can potentially reach as high.
Still a brown convexity!
Note thread 1 is pretty unstable….Step size problem? Overshoot
PSTH looks promising. 
Plan to reach 40 and terminates.
Completed",Alfa64chan-19032020-004,200319_Alfa_generate_integrated(2),,,,N:\Stimuli\2019-12-Evolutions\2020-03-19-Alfa-02\2020-03-19-14-50-56
,ReducDimen_Evol,8.0,,"46, SU, V1
full vs reduced
46 (0,0) 3 3 zoha full
46 (0,0) 3 3 zoha reduced (50D)
visualy responsive
Didn't quite finish, but the 2 evolutions are quite intertwined.
Completed",Alfa64chan-19032020-005,200319_Alfa_generate_integrated(3),,,,N:\Stimuli\2019-12-Evolutions\2020-03-19-Alfa-03\2020-03-19-15-45-51
,ReducDimen_Evol,,,"001 RFMapping Starts 12:33
-8:8:8",Alfa64chan-20032020-001,200320_Alfa_rfMapper_basic(1),,,,N:\Stimuli\2019-06-RF-mapping\2020-03-20-Alfa
,ReducDimen_Evol,,,"002 RFMapping starts 13:36
-8:2:8
Chan 17 has very interesting",Alfa64chan-20032020-002,200320_Alfa_rfMapper_basic(2),,,,N:\Stimuli\2019-06-RF-mapping\2020-03-20-Alfa
,ReducDimen_Evol,,,"003 RFMapping starts 12:44
-4:1:4
chan5 looks good!",Alfa64chan-20032020-003,200320_Alfa_rfMapper_basic(3),,,,N:\Stimuli\2019-06-RF-mapping\2020-03-20-Alfa
,ReducDimen_Evol,9.0,,"005 Generate Integrated starts 13:05
24 [-1 -0.5] 4 1 ZOHA_Sphere_lr_Euclid
24 [-1 -0.5] 4 1  ZOHA_Sphere_lr_Euclid_RD
Reference Image changed to the 24's
Single unit, very salient transient response. See if it can evolve
Large learning rate not working for single unit it seems…..
Seems it will takes a while to take off 9 min 13 gens
Responsive but not evolving??? Why Step size?
Starts growing a bit, Exploration 35.2  step size 0.237
Grows again.
Interestingly non successful...
Still not going anywhere…..For both optimizers.
Completed",Alfa64chan-20032020-005,200320_Alfa_generate_integrated,,,,N:\Stimuli\2019-12-Evolutions\2020-03-20-Alfa-01\2020-03-20-13-04-35
,ReducDimen_Evol,10.0,,"006 starts 13:36
19 [-1 -0.5] 4 1 ZOHA_Sphere_lr_Euclid
19 [-1 -0.5] 4 1 ZOHA_Sphere_lr_Euclid_RD
Noisy Hash unit
38 blocks complete stop at 207
Completed",Alfa64chan-20032020-006,200320_Alfa_generate_integrated(2),,,,N:\Stimuli\2019-12-Evolutions\2020-03-20-Alfa-02\2020-03-20-13-36-30
,ReducDimen_Evol,11.0,,"007 generate integrated start at 14:10
54 [-1 -2] 4 1 ZOHA_Sphere_lr_Euclid
54 [-1 -2] 4 1 ZOHA_Sphere_lr_Euclid_RD
There might be  a SUPER sparse SU? We can try maybe
Yeah… so probably 2 units in total this evolution merged the 2
Both of them climb together at first but the full evolution finds new gradients around 16 gens, so grows crazily! Sustained activity gets much higher
Maybe should reach gen 25 see how far.
Reach 30
Or maybe the Optimizer recruit different unit result in the 2 different gradients?
Completed",Alfa64chan-20032020-007,200320_Alfa_generate_integrated(3),,,,N:\Stimuli\2019-12-Evolutions\2020-03-20-Alfa-03\2020-03-20-14-10-25
,ReducDimen_Evol,12.0,,"008  starts 14:45
54 [-1 -2] 4 1 ZOHA_Sphere_lr_Euclid_RD
54 [-1 -2] 4 1 ZOHA_Sphere_lr_Euclid_RD
Do 2 RD to test the variabilty
Gen 5 add acq to add motivation
Notably the reference image response goes up as well.
Seems to find some gradient ~ gen6
Maybe the whole channel floats around?
Around gen 10, one of them find gradient first!
It seems to me that no acq award can motivate him? Or could be used as some punishment?
Only gets to gen 11 and rest for 50 mins
Completed",Alfa64chan-20032020-008,200320_Alfa_generate_integrated(4),,,,N:\Stimuli\2019-12-Evolutions\2020-03-20-Alfa-04\2020-03-20-14-45-33
,ReducDimen_Evol,,,"Hp at 1210 PM
001 at 1217 PM, rf mapping, -8:8:8, 8-deg
chan 8 looks good SU wise, but RF kinda eh",Alfa64chan-22032020-001,200322_Alfa_rfMapper_basic,,,,
,ReducDimen_Evol,,,"002 at 1220, -8:4:8, 4-deg. RF maybe at -3,+5",Alfa64chan-22032020-002,200322_Alfa_rfMapper_basic(1),,,,
,ReducDimen_Evol,,,"003 at 1224 -8:2:8, 2-deg.  RF not responding well. It probably wants something big. We'll check one last time to see if last experiment was a fluke",Alfa64chan-22032020-003,200322_Alfa_rfMapper_basic(2),,,,
,ReducDimen_Evol,,,"004 at 1229, -8:4:8, 2-deg. -3.4,+5 again
All completed",Alfa64chan-22032020-004,200322_Alfa_rfMapper_basic(3),,,,
,SUHash,,,"005 at 1253 PM
8 (-3 +5) 4 1 CMAES
8 (-1 -2) 4 2 CMAES (hash).
finished at 20 blocks, let's try reduced dimensionality.
Completed",Alfa64chan-22032020-005,200322_Alfa_generate_integrated,,,,N:\Stimuli\2019-12-Evolutions\2020-03-22-Alfa-01\2020-03-22-12-53-11
,ReducDimen_Evol,13.0,,"006 at 1:10 PM
8 (-1,-2) 4 2 zoha full
8 (-1,-2) 4 2 zoha reduced
results so far as expected
finished 40 blocks
Completed",Alfa64chan-22032020-006,200322_Alfa_generate_integrated(1),8.0,,4.0,N:\Stimuli\2019-12-Evolutions\2020-03-22-Alfa-02\2020-03-22-13-10-28
,ReducDimen_Evol,14.0,,"007 at 145 PM
37 (0 0) 3 1 ZOHA full
37 (0,0) 3 1 ZOHA RED
as expected
already flat. Will go to 25
Completed",Alfa64chan-22032020-007,200322_Alfa_generate_integrated(2),37.0,,3.0,N:\Stimuli\2019-12-Evolutions\2020-03-22-Alfa-03\2020-03-22-13-45-02
,ReducDimen_Evol,15.0,,"008 maybe, 64 SU, -0.2,-0.7)
64 (0 0) 3 1 ZOHA full
64 (0,0) 3 1 ZOHA RED
reduced did better at first, now tied up. If all mean rates stabilize, we'll stop. Right now it looks like 35
Completed",Alfa64chan-22032020-008,200322_Alfa_generate_integrated(3),64.0,,3.0,N:\Stimuli\2019-12-Evolutions\2020-03-22-Alfa-04\2020-03-22-14-07-49
,ReducDimen_Evol,,,"In rig at 915. Betadine today.
Start rf mapping at 9:28. 4 blocks complete at 932. complete",Alfa-23062020-002,200623_Alfa_rfMapper_basic,,,,
,ReducDimen_Evol,16.0,,"Generate integrated start at 942. Ch 44 SU 1/5, beautiful!
44 (0, 0) 3 1 zoha sphere lr  eu
44 (0, 0) 3 1 zoha sphere lr eu reducDim
Evolution is climbing slightly at block 11. Evolutions don’t look that simialr, one is very dark, other is light with dark spot. Stop at 31 blocks, 1006.   complete",Alfa-23062020-003,200623_Alfa_generate_integrated(1),44.0,,3.0,N:\Stimuli\2020-Evolutions\2020-06-23-Alfa-01\2020-06-23-09-42-33
,ReducDimen_Evol,17.0,,"Generate integrated start at 1010.
Ch 45 SU 1/5, looks great, sounds VR
45 (0, 0) 3 1 zoha sphere lr  eu
45 (0, 0) 3 1 zoha sphere lr eu reducDim
Ch. sounds great, but at block 19, not really climbing much. 30 blocks and it looks like its climbing. Still giong, both climbing at 34. Both are red/pink in color.
Stopped after 37 blocks, 1039. complete",Alfa-23062020-004,200623_Alfa_generate_integrated(2),45.0,,3.0,N:\Stimuli\2020-Evolutions\2020-06-23-Alfa-02\2020-06-23-10-10-24
,ReducDimen_Evol,18.0,,"Generate integrated start at 1049. Ch 59 (-3, -3) 3 1. SU 2/5. Kinda hashy but nice otherwise.
59 (-3, -3) 3 1 zoha sphere lr  eu
59 (-3, -3) 3 1 zoha sphere lr eu reducDim
Sounds great!! VR. Block 13, nothing yet.
Added 100 ml grape juice, hes done for the day, but needs to finish this. 29 blocks complete stop at 1129. Ugh, may have climbed more but I couldn't get it out of him.... :( complete",Alfa-23062020-005,200623_Alfa_generate_integrated(3),59.0,,3.0,N:\Stimuli\2020-Evolutions\2020-06-23-Alfa-03\2020-06-23-10-49-24
,ReducDimen_Evol,,,"001 RFMapper starts 1:10
1  3   6 degree
complete",Alfa-25062020-001,200625_Alfa_rfMapper_basic,,,,
,Hessian,,,"002 Generate Integrated  1:40 SU 1.5/5
3  [-1.0  -0.4 ]  4  1   CMAES
Takes some time to start the task but fine!
The plan is to do an evolution
Evolution takes place really fast !
SU activity surge up instantaneously!
Plateaus around 13 gens up again!
Activity even goes down a bit
Plateaus around 28 gens. (13mins only! )
Kind of plateaus quite a while (18:50s )
complete",Alfa-25062020-002,200625_Alfa_generate_integrated,3.0,,4.0,N:\Stimuli\2020-Evolutions\2020-06-25-Alfa-01\2020-06-25-13-43-14
,Hessian,,,"003 Selectivity 2:21 -2:54 SU 1.5/5
3  [-1.0  -0.4 ]  4  1
7 blocks of repititions!
complete",Alfa-25062020-003,200625_Alfa_selectivity_basic,3.0,,4.0,N:\Stimuli\2020-Hessian\alfa-200625-selectivity
,ReducDimen_Evol,19.0,,"004 GI 3:02 SU 1.5/5
3  [-1.0  -0.4 ]  4  1  ZOHA
3  [-1.0  -0.4 ]  4  1  ZOHA RD
Starts growing at gen 5
Same as expected, ZOHA RD is largely inferior to the ZOHA. For this IT channel
After 15 gens the firing rate suddenly gets higher.
Trend is quite comparable to the CMA ES thing. Final Gen activations
complete",Alfa-25062020-004,200625_Alfa_generate_integrated(1),3.0,,4.0,N:\Stimuli\2020-Evolutions\2020-06-25-Alfa-02\2020-06-25-15-02-05
,ReducDimen_Evol,,,"6/25 chorhexidine. VERY difficult coming out, not wanting to be hooked in rig at 920.
Rf mapper start at 9:31. 4 blocks complete stop at 937
complete",Alfa-26062020-001,200626_Alfa_rfMapper_basic,,,,
,ReducDimen_Evol,20.0,,"Generate integrated start at 944
Ch 32 -(3.5, 0) 3 2. SU 1/5. zoha sphere lr eu
Ch 32 -(3.5, 0) 3 2. SU 1/5. zoha sphere lr eu reducDim
18 blocks in, #1 evolution is taking off, 2 is more slowly climbing.
They are moving together, but 1 above 2,
31 blocks complet stop at 1011. complete",Alfa-26062020-002,200626_Alfa_generate_integrated,32.0,,3.0,N:\Stimuli\2020-Evolutions\2020-06-26-Alfa-01\2020-06-26-09-44-11
,ReducDimen_Evol,21.0,,"Generate integrated start at 1017.
Ch 27 (-3.5, 1.5) 3 1 SU 1/5. zoha sphere lr eu
Ch 27 (-3.5, 1.5) 3 1 SU 1/5. zoha sphere lr eu reducDim
Not going anywhere at block 11 :(. Its visually responsive? Possibly starting to climb at block 19. Added 100 ml of juice. So sad, it sounds good but wont take off. Climbed ever so slightly, 28 blocks complete atop at 1045. complete",Alfa-26062020-003,200626_Alfa_generate_integrated(1),27.0,,3.0,N:\Stimuli\2020-Evolutions\2020-06-26-Alfa-02\2020-06-26-10-16-33
,ReducDimen_Evol,,,"6/29/20 betadine today. In rig at 940. Still a brat coming out, we'll work on.
Rf mapping start at 9:58. 53, 55, 61. 4 blocks complete at 1003. complete",Alfa-29062020-001,200629_Alfa_rfMapper_basic,,,,
,ReducDimen_Evol,22.0,,"Ch 61 (0, 0) 3 1 SU 1/5. zoha sphere lr eu
Ch 61 (0, 0) 3 1 SU 1/5. zoha sphere lr eu reducDim
Generate integrated start at 10:10. Sounds visually responsive. Block 18 and neither taking off 🙁
Stop at 1025, 20 blocks complete, didn’t take off but #2 did climb a tiny bit. complete",Alfa-29062020-002,200629_Alfa_generate_integrated,61.0,,3.0,N:\Stimuli\2020-Evolutions\2020-06-29-Alfa-01\2020-06-29-10-10-33
,ReducDimen_Evol,23.0,,"Ch 53 (-3, -1) 4 1 SU 1/5. zoha sphere lr eu
Ch 53 (-3, -1) 4 1 SU 1/5. zoha sphere lr eu reducDim
Start at 10:34. Generate integrated.
Block 27, they both seemed to have peaked around block 15-20. But this is such a voliate evolution, so up and down. We are letting it go to see what it does. One of the evolutions is almost totally white, so weird. Nope. Stop recording at 1100. 32 blocks complete. it was done complete",Alfa-29062020-003,200629_Alfa_generate_integrated(1),53.0,,4.0,N:\Stimuli\2020-Evolutions\2020-06-29-Alfa-02\2020-06-29-10-34-49
,ReducDimen_Evol,24.0,,"Ch 43 (0 0) 3 1 hash 1/5. zoha sphere lr eu
Ch 43 (0 0) 3 1 hash 1/5. zoha sphere lr eu reducDim
Generate integrated start at 1105. Yay taking off already at block 4. still climbing at block 16. 23 blocks complete stop at 1125. complete",Alfa-29062020-004,200629_Alfa_generate_integrated(2),43.0,,3.0,N:\Stimuli\2020-Evolutions\2020-06-29-Alfa-03\2020-06-29-11-05-35
,ReducDimen_Evol,25.0,,"Last one. Quick before lab mtg. Network not working?!? Just use same ref images as before.
Ch 41 (0 0) 3 1 hash 1/5. zoha sphere lr eu
Ch 41 (0 0) 3 1 hash 1/5. zoha sphere lr eu reducDim
Generate integrated start at 1129. Need to stop soon. 17 blocks com stop at 1147
complete",Alfa-29062020-005,200629_Alfa_generate_integrated(3),41.0,,3.0,N:\Stimuli\2020-Evolutions\2020-06-29-Alfa-04\2020-06-29-11-29-14
,ReducDimen_Evol,,,"Start: 2:32 pm
Having a very hard time fixating today
Added acq reward, started working
7 blocks, completed
entered into ProjectPredict",Alfa-01072020-001,200701_Alfa_rfMapper_basic,,,,
,,,,"Start: 2:51 pm
Ch. 5 [-2.8 -1.6] 3 1, one SU (1/5), one hash (5/5)
SU very suppressed during stimuli, RF wasn't too convincing, but giving it a shot anyway
Very slow evolution, but definitely successful.  Evolving a black square around the center of the evolution that looks like a picture frame
105 blocks, complete, ORB is a tad crazy
completed
entered into ProjectPredict",Alfa-01072020-002,200701_Alfa_generate_integrated,5.0,,3.0,N:\Stimuli\2020-Evolutions\2020-07-01-Alfa-01\2020-07-01-14-51-09
,,,,"Start: 3:44 pm
Ch. 5 [-2.8 -1.6] 3 1, one SU (1/5), one hash (5/5)
7 blocks, complete 
completed
entered into ProjectPredict",Alfa-01072020-003,200701_Alfa_selectivity_basic,5.0,,3.0,N:\Stimuli\2020-Evolutions\2020-07-01-Alfa-01\predictions-2020-07-01 15-41-32
,ReducDimen_Evol,26.0,,"Starts: 4:03 PM
Ch. 5 [-2.8 -1.6] 3 1, one SU (1/5),
ZOHA full
ZOHA reduced
Really sparse signal. Not sure if it contains visual signal.
THe SU fires a lot at the end of the trial.....???
Is there 2 SU actually? With different Waveforms?
Starts to take off at gen 6 ….Nope
There is more noise when Alfa is looking around....
34 mins completed
31 gens generally good performance but the evolution is not good...",Alfa-01072020-004,200701_Alfa_generate_integrated(1),5.0,,3.0,N:\Stimuli\2020-Evolutions\2020-07-01-Alfa-02\2020-07-01-16-03-29
,ReducDimen_Evol,27.0,,"Starts: 4:42 PM
Ch 60 [0 0 ] 3 1 one Hash (5/5)
ZOHA full
ZOHA reduced
Works pretty much like expected.
Reduced evolves faster than full and both converge to a similar score.
 ",Alfa-01072020-005,200701_Alfa_generate_integrated(2),60.0,,3.0,N:\Stimuli\2020-Evolutions\2020-07-01-Alfa-03\2020-07-01-16-44-50
,ReducDimen_Evol,,,"Starts 14:21
RFMapping 1, 3, 8 deg
Takes 15 mins doing it.
 ",Alfa-02072020-001,200702_Alfa_rfMapper_basic,,,,N:\Stimuli\2019-06-RF-mapping\2020-07-02-Alfa
,,,,"Evolution starts 2:49
 6 [0 -2] 3 1 CMAES (SU 1/5)
Monkey works super well! Though evolution has not been super fast
Reference has been quite effective.
If it fails then probably be the case that high level object notion is harder to evolve?
OK as carlos said it has not been successful....
Stop at~ 30 gens",Alfa-02072020-002,200702_Alfa_generate_integrated,6.0,,3.0,N:\Stimuli\2020-Evolutions\2020-07-02-Alfa-01\2020-07-02-14-48-56
,,,,"Choose the correct reference
starts 3:11 11mins
24  [-2.5  -2.5]  4  1 CMAES  (MU 5/5)
Seems not successful as well ~ 30 gens stopped.
Stopped 29 gens",Alfa-02072020-004,200702_Alfa_generate_integrated(2),24.0,,4.0,N:\Stimuli\2020-Evolutions\2020-07-02-Alfa-02\2020-07-02-15-10-50
,,,,"Evolution starts  3:29
7  [-1.5  -1.7]  4 1  CMAES  (MU 5/5)
Starts to grow 16 gens.
Starts to create cloth like texture.
CMAES overshoot and fall off the cliff.....
But OK lets accept that the thing is",Alfa-02072020-005,200702_Alfa_generate_integrated(3),7.0,,4.0,N:\Stimuli\2020-Evolutions\2020-07-02-Alfa-03\2020-07-02-15-28-59
,,,,"Prediction  3:49 11mins
Gets quite a few fish
7 mins",Alfa-02072020-006,200702_Alfa_selectivity_basic,,,,N:\Stimuli\2020-Evolutions\2020-07-02-Alfa-03\predictions-2020-07-02 15-47-49
,ReducDimen_Evol,28.0,,"Evolution starts 16:05
12 [0 0 ] 3 1  ZOHA full
12 [0 0 ]  3  1  ZOHA reduced (MU 3.5/5)
Great, ZOHA full climbs in a sec! But ZOHA reduced didn't
Super successful exp. (actually it grows a little bit too fast that I doubt the features will be simple. )
Ah the Reduced Dimen Evolution starts to catch up around gen 11.
Finds some new gradient at gen 14.
Wow the Reduced Dimen Finally Catch up with the Full one.
23 blocks 30mins",Alfa-02072020-007,200702_Alfa_generate_integrated(4),12.0,,3.0,N:\Stimuli\2020-Evolutions\2020-07-02-Alfa-04\2020-07-02-16-05-34
,ReducDimen_Evol,,,"Starts 15:33
12 mins not super efficient.",Alfa-03072020-001,200703_Alfa_rfMapper_basic,,,,
